Medicine Name,Manufacturing Date,Expiry Date,Company,Price,Quantity
Omeprazole 865mg,30-01-2022,19-01-2025,Sun Pharma,230.84,95
Cetrizine 140mg,29-06-2020,10-02-2023,Novartis,40.85,10
Azithromycin 244mg,10-07-2023,28-02-2025,Lupin,95.91,72
Azithromycin 751mg,28-03-2021,08-10-2023,Zydus,490.23,54
Azithromycin 819mg,14-06-2021,15-10-2023,Glenmark,308.17,59
Paracetamol 514mg,17-11-2024,24-04-2027,Sun Pharma,497.6,28
Losartan 636mg,15-11-2024,18-09-2027,Zydus,138.61,55
Losartan 514mg,12-11-2022,11-06-2024,Biocon,84.98,5
Omeprazole 582mg,19-06-2024,11-04-2026,Pfizer,425.76,6
Omeprazole 982mg,17-04-2022,22-12-2023,Cipla,317.37,48
Losartan 588mg,07-10-2020,25-07-2023,Novartis,54.16,8
Ibuprofen 188mg,06-03-2021,12-11-2022,Aurobindo,261.53,95
Ibuprofen 986mg,01-11-2021,06-06-2023,Dr. Reddy's,102.38,23
Amoxicillin 515mg,20-05-2023,15-01-2026,Lupin,462.55,8
Atorvastatin 746mg,16-12-2022,26-01-2024,Sun Pharma,411.16,10
Paracetamol 597mg,23-09-2022,02-11-2024,Pfizer,331.41,58
Metformin 705mg,06-09-2021,11-03-2023,Lupin,241.68,94
Amoxicillin 660mg,16-03-2023,09-07-2025,Dr. Reddy's,381.95,60
Ibuprofen 511mg,14-01-2022,16-02-2023,Sun Pharma,119.3,65
Metformin 444mg,01-07-2023,17-03-2025,Dr. Reddy's,122.93,4
Metformin 712mg,10-03-2024,05-09-2025,Cipla,191.64,59
Metformin 911mg,05-04-2023,20-01-2026,Pfizer,294.63,54
Losartan 627mg,01-05-2024,01-04-2026,Dr. Reddy's,140.83,51
Azithromycin 575mg,21-08-2022,22-01-2025,Sun Pharma,112.92,46
Cetrizine 139mg,01-11-2020,30-04-2023,Dr. Reddy's,124.66,100
Losartan 139mg,07-08-2024,02-09-2025,Biocon,384.06,29
Amlodipine 568mg,07-04-2023,28-05-2025,Lupin,98.7,19
Ibuprofen 973mg,05-07-2020,18-01-2022,Novartis,129.26,97
Azithromycin 797mg,14-09-2024,26-03-2027,Dr. Reddy's,119.04,92
Metformin 567mg,18-03-2022,04-02-2025,Lupin,490.27,98
Atorvastatin 943mg,29-02-2024,18-11-2026,Aurobindo,174.54,93
Paracetamol 219mg,03-03-2023,21-11-2024,Pfizer,80.67,41
Ibuprofen 630mg,07-12-2022,24-03-2024,Cipla,346.91,43
Metformin 990mg,01-12-2023,08-12-2024,Dr. Reddy's,451.45,31
Amoxicillin 196mg,10-12-2022,28-12-2024,Lupin,197.12,40
Atorvastatin 263mg,15-05-2023,06-11-2024,Pfizer,37.35,58
Amlodipine 108mg,14-05-2021,27-01-2023,Glenmark,373.12,3
Metformin 930mg,17-03-2023,07-07-2025,Lupin,494.8,94
Paracetamol 939mg,20-08-2024,23-06-2026,Pfizer,54.75,37
Omeprazole 424mg,21-10-2020,22-08-2023,Biocon,240.03,92
Ibuprofen 870mg,10-11-2020,06-04-2023,Novartis,165.27,44
Losartan 215mg,10-12-2021,23-02-2023,Biocon,123.14,24
Atorvastatin 355mg,19-04-2023,11-04-2026,Sun Pharma,451.81,62
Metformin 257mg,15-08-2021,07-01-2024,Novartis,449.93,6
Ibuprofen 945mg,12-06-2023,30-09-2025,Sun Pharma,67.77,21
Ibuprofen 306mg,23-08-2024,18-11-2026,Glenmark,22.91,15
Azithromycin 721mg,16-01-2021,13-09-2023,Zydus,245.68,36
Omeprazole 895mg,19-06-2020,27-06-2022,Glenmark,265.33,45
Azithromycin 626mg,12-06-2020,24-01-2023,Biocon,383.14,99
Amoxicillin 954mg,23-12-2024,01-01-2027,Zydus,173.69,57
Cetrizine 649mg,26-04-2024,29-03-2026,Zydus,357.22,70
Losartan 509mg,07-10-2020,21-02-2022,Lupin,15.59,95
Paracetamol 904mg,30-04-2022,12-08-2023,Lupin,311.39,46
Azithromycin 507mg,14-11-2022,16-09-2025,Glenmark,79.56,99
Atorvastatin 901mg,17-10-2024,02-05-2026,Glenmark,10.48,86
Omeprazole 369mg,06-11-2024,19-01-2027,Zydus,22.66,1
Amlodipine 328mg,19-01-2023,09-05-2025,Novartis,344.39,16
Metformin 550mg,07-08-2020,16-02-2022,Glenmark,181.89,42
Metformin 289mg,11-10-2020,21-04-2023,Novartis,399.19,80
Metformin 439mg,17-09-2023,12-06-2025,Cipla,185.2,78
Atorvastatin 811mg,10-05-2021,13-07-2023,Novartis,471.63,83
Azithromycin 593mg,17-10-2021,07-04-2023,Lupin,462.91,91
Metformin 853mg,29-05-2022,06-11-2023,Dr. Reddy's,280.25,21
Amoxicillin 586mg,06-03-2022,11-10-2024,Zydus,85.55,55
Metformin 473mg,08-02-2023,10-11-2025,Pfizer,258.9,36
Paracetamol 999mg,26-01-2020,06-07-2022,Glenmark,26.96,52
Metformin 306mg,07-08-2024,20-05-2026,Zydus,27.79,92
Paracetamol 379mg,13-06-2020,07-09-2021,Glenmark,490.41,72
Azithromycin 689mg,08-02-2021,04-10-2022,Pfizer,399.83,56
Atorvastatin 997mg,12-03-2024,08-04-2026,Biocon,281.69,79
Cetrizine 512mg,07-11-2021,24-06-2023,Dr. Reddy's,275.04,27
Azithromycin 898mg,29-11-2021,25-12-2023,Pfizer,386.19,82
Amlodipine 706mg,09-07-2024,09-06-2027,Sun Pharma,371.87,41
Ibuprofen 874mg,26-07-2022,03-01-2025,Biocon,57.36,58
Ibuprofen 682mg,03-01-2023,06-10-2025,Lupin,153.34,65
Azithromycin 250mg,28-05-2020,09-10-2022,Biocon,29.94,62
Cetrizine 343mg,06-12-2022,28-03-2025,Pfizer,84.66,70
Losartan 853mg,28-10-2020,17-09-2023,Zydus,254.79,30
Ibuprofen 596mg,06-02-2021,29-09-2022,Dr. Reddy's,395.94,77
Atorvastatin 192mg,22-10-2021,03-07-2024,Zydus,492,29
Azithromycin 917mg,29-03-2020,17-08-2021,Glenmark,299.3,63
Amlodipine 508mg,14-11-2024,02-10-2027,Novartis,444.16,22
Atorvastatin 281mg,06-04-2020,13-02-2022,Zydus,115.73,90
Omeprazole 736mg,26-12-2021,07-12-2024,Novartis,14.98,40
Atorvastatin 146mg,17-04-2020,20-11-2021,Biocon,277.17,6
Losartan 122mg,28-12-2024,27-06-2026,Pfizer,129.64,88
Atorvastatin 642mg,19-08-2022,28-06-2025,Sun Pharma,130.65,11
Atorvastatin 596mg,28-08-2020,18-01-2023,Aurobindo,201.57,88
Azithromycin 244mg,01-09-2024,04-01-2026,Novartis,151.14,13
Amoxicillin 814mg,03-11-2024,27-02-2027,Glenmark,285.75,43
Paracetamol 813mg,29-10-2020,31-05-2023,Aurobindo,117.48,75
Amlodipine 427mg,23-05-2021,10-03-2024,Lupin,95.6,99
Omeprazole 275mg,21-11-2020,09-02-2022,Zydus,74.2,94
Losartan 903mg,03-12-2022,01-08-2024,Zydus,144.96,85
Omeprazole 234mg,16-09-2024,08-02-2027,Glenmark,187.76,10
Ibuprofen 442mg,07-04-2023,05-08-2024,Novartis,251.12,23
Cetrizine 933mg,05-02-2023,12-07-2024,Glenmark,387.8,99
Amoxicillin 571mg,08-04-2023,09-03-2026,Sun Pharma,317.63,88
Paracetamol 751mg,12-03-2024,24-09-2026,Zydus,250.03,45
Omeprazole 140mg,19-07-2023,15-05-2025,Biocon,94.24,94
Azithromycin 670mg,24-10-2024,01-05-2026,Lupin,401.11,30
Ibuprofen 402mg,29-09-2022,13-11-2023,Aurobindo,487.1,91
Azithromycin 125mg,27-12-2021,16-11-2024,Lupin,388.41,36
Ibuprofen 116mg,03-06-2024,05-11-2026,Novartis,234.04,86
Azithromycin 547mg,23-02-2023,03-09-2025,Cipla,69.76,77
Amoxicillin 694mg,05-01-2020,08-11-2022,Lupin,192.62,87
Atorvastatin 698mg,07-11-2020,24-02-2022,Aurobindo,433.42,61
Ibuprofen 936mg,09-03-2020,23-04-2022,Glenmark,89.74,17
Losartan 885mg,17-09-2024,09-04-2027,Biocon,171.61,59
Metformin 558mg,26-01-2022,11-08-2024,Biocon,109.41,43
Azithromycin 512mg,22-02-2024,23-07-2025,Biocon,95.41,49
Omeprazole 752mg,02-02-2021,03-08-2023,Biocon,203.91,70
Losartan 374mg,18-06-2024,11-11-2025,Pfizer,417.97,88
Amoxicillin 450mg,14-05-2021,06-04-2024,Aurobindo,264,52
Amlodipine 985mg,09-07-2024,22-12-2025,Dr. Reddy's,14.23,70
Atorvastatin 948mg,18-04-2024,21-11-2025,Glenmark,178.59,42
Cetrizine 203mg,30-09-2023,18-01-2025,Zydus,365.42,43
Paracetamol 148mg,03-01-2022,29-10-2024,Biocon,25.7,66
Paracetamol 961mg,06-03-2021,27-01-2023,Zydus,147.2,26
Amoxicillin 171mg,24-10-2023,18-03-2025,Sun Pharma,434.03,63
Ibuprofen 587mg,24-05-2021,14-04-2024,Lupin,220.01,87
Atorvastatin 853mg,03-07-2023,05-01-2025,Lupin,212.12,42
Atorvastatin 961mg,26-11-2023,29-05-2025,Pfizer,227.94,99
Amlodipine 705mg,22-05-2022,13-12-2023,Cipla,95.43,89
Omeprazole 603mg,15-07-2023,03-03-2026,Dr. Reddy's,147.51,23
