Medicine Name,Manufacturing Date,Expiry Date,Company,Price,Quantity
Paracetamol 772mg,2021-01-09,2023-03-08,Pfizer,89.66,27
Omeprazole 865mg,2022-01-30,2025-01-19,Sun Pharma,230.84,95
Cetrizine 140mg,2020-06-29,2023-02-10,Novartis,40.85,10
Azithromycin 244mg,2023-07-10,2025-02-28,Lupin,95.91,72
Azithromycin 751mg,2021-03-28,2023-10-08,Zydus,490.23,54
Azithromycin 819mg,2021-06-14,2023-10-15,Glenmark,308.17,59
Paracetamol 514mg,2024-11-17,2027-04-24,Sun Pharma,497.6,28
Losartan 636mg,2024-11-15,2027-09-18,Zydus,138.61,55
Losartan 514mg,2022-11-12,2024-06-11,Biocon,84.98,5
Omeprazole 582mg,2024-06-19,2026-04-11,Pfizer,425.76,6
Omeprazole 982mg,2022-04-17,2023-12-22,Cipla,317.37,48
Losartan 588mg,2020-10-07,2023-07-25,Novartis,54.16,8
Ibuprofen 188mg,2021-03-06,2022-11-12,Aurobindo,261.53,95
Ibuprofen 986mg,2021-11-01,2023-06-06,Dr. Reddy's,102.38,23
Amoxicillin 515mg,2023-05-20,2026-01-15,Lupin,462.55,8
Atorvastatin 746mg,2022-12-16,2024-01-26,Sun Pharma,411.16,10
Paracetamol 597mg,2022-09-23,2024-11-02,Pfizer,331.41,58
Metformin 705mg,2021-09-06,2023-03-11,Lupin,241.68,94
Amoxicillin 660mg,2023-03-16,2025-07-09,Dr. Reddy's,381.95,60
Ibuprofen 511mg,2022-01-14,2023-02-16,Sun Pharma,119.3,65
Metformin 444mg,2023-07-01,2025-03-17,Dr. Reddy's,122.93,4
Metformin 712mg,2024-03-10,2025-09-05,Cipla,191.64,59
Metformin 911mg,2023-04-05,2026-01-20,Pfizer,294.63,54
Losartan 627mg,2024-05-01,2026-04-01,Dr. Reddy's,140.83,51
Azithromycin 575mg,2022-08-21,2025-01-22,Sun Pharma,112.92,46
Cetrizine 139mg,2020-11-01,2023-04-30,Dr. Reddy's,124.66,100
Losartan 139mg,2024-08-07,2025-09-02,Biocon,384.06,29
Amlodipine 568mg,2023-04-07,2025-05-28,Lupin,98.7,19
Ibuprofen 973mg,2020-07-05,2022-01-18,Novartis,129.26,97
Azithromycin 797mg,2024-09-14,2027-03-26,Dr. Reddy's,119.04,92
Metformin 567mg,2022-03-18,2025-02-04,Lupin,490.27,98
Atorvastatin 943mg,2024-02-29,2026-11-18,Aurobindo,174.54,93
Paracetamol 219mg,2023-03-03,2024-11-21,Pfizer,80.67,41
Ibuprofen 630mg,2022-12-07,2024-03-24,Cipla,346.91,43
Metformin 990mg,2023-12-01,2024-12-08,Dr. Reddy's,451.45,31
Amoxicillin 196mg,2022-12-10,2024-12-28,Lupin,197.12,40
Atorvastatin 263mg,2023-05-15,2024-11-06,Pfizer,37.35,58
Amlodipine 108mg,2021-05-14,2023-01-27,Glenmark,373.12,3
Metformin 930mg,2023-03-17,2025-07-07,Lupin,494.8,94
Paracetamol 939mg,2024-08-20,2026-06-23,Pfizer,54.75,37
Omeprazole 424mg,2020-10-21,2023-08-22,Biocon,240.03,92
Ibuprofen 870mg,2020-11-10,2023-04-06,Novartis,165.27,44
Losartan 215mg,2021-12-10,2023-02-23,Biocon,123.14,24
Atorvastatin 355mg,2023-04-19,2026-04-11,Sun Pharma,451.81,62
Metformin 257mg,2021-08-15,2024-01-07,Novartis,449.93,6
Ibuprofen 945mg,2023-06-12,2025-09-30,Sun Pharma,67.77,21
Ibuprofen 306mg,2024-08-23,2026-11-18,Glenmark,22.91,15
Azithromycin 721mg,2021-01-16,2023-09-13,Zydus,245.68,36
Omeprazole 895mg,2020-06-19,2022-06-27,Glenmark,265.33,45
Azithromycin 626mg,2020-06-12,2023-01-24,Biocon,383.14,99
Amoxicillin 954mg,2024-12-23,2027-01-01,Zydus,173.69,57
Cetrizine 649mg,2024-04-26,2026-03-29,Zydus,357.22,70
Losartan 509mg,2020-10-07,2022-02-21,Lupin,15.59,95
Paracetamol 904mg,2022-04-30,2023-08-12,Lupin,311.39,46
Azithromycin 507mg,2022-11-14,2025-09-16,Glenmark,79.56,99
Atorvastatin 901mg,2024-10-17,2026-05-02,Glenmark,10.48,86
Omeprazole 369mg,2024-11-06,2027-01-19,Zydus,22.66,1
Amlodipine 328mg,2023-01-19,2025-05-09,Novartis,344.39,16
Metformin 550mg,2020-08-07,2022-02-16,Glenmark,181.89,42
Metformin 289mg,2020-10-11,2023-04-21,Novartis,399.19,80
Metformin 439mg,2023-09-17,2025-06-12,Cipla,185.2,78
Atorvastatin 811mg,2021-05-10,2023-07-13,Novartis,471.63,83
Azithromycin 593mg,2021-10-17,2023-04-07,Lupin,462.91,91
Metformin 853mg,2022-05-29,2023-11-06,Dr. Reddy's,280.25,21
Amoxicillin 586mg,2022-03-06,2024-10-11,Zydus,85.55,55
Metformin 473mg,2023-02-08,2025-11-10,Pfizer,258.9,36
Paracetamol 999mg,2020-01-26,2022-07-06,Glenmark,26.96,52
Metformin 306mg,2024-08-07,2026-05-20,Zydus,27.79,92
Paracetamol 379mg,2020-06-13,2021-09-07,Glenmark,490.41,72
Azithromycin 689mg,2021-02-08,2022-10-04,Pfizer,399.83,56
Atorvastatin 997mg,2024-03-12,2026-04-08,Biocon,281.69,79
Cetrizine 512mg,2021-11-07,2023-06-24,Dr. Reddy's,275.04,27
Azithromycin 898mg,2021-11-29,2023-12-25,Pfizer,386.19,82
Amlodipine 706mg,2024-07-09,2027-06-09,Sun Pharma,371.87,41
Ibuprofen 874mg,2022-07-26,2025-01-03,Biocon,57.36,58
Ibuprofen 682mg,2023-01-03,2025-10-06,Lupin,153.34,65
Azithromycin 250mg,2020-05-28,2022-10-09,Biocon,29.94,62
Cetrizine 343mg,2022-12-06,2025-03-28,Pfizer,84.66,70
Losartan 853mg,2020-10-28,2023-09-17,Zydus,254.79,30
Ibuprofen 596mg,2021-02-06,2022-09-29,Dr. Reddy's,395.94,77
Atorvastatin 192mg,2021-10-22,2024-07-03,Zydus,492.0,29
Azithromycin 917mg,2020-03-29,2021-08-17,Glenmark,299.3,63
Amlodipine 508mg,2024-11-14,2027-10-02,Novartis,444.16,22
Atorvastatin 281mg,2020-04-06,2022-02-13,Zydus,115.73,90
Omeprazole 736mg,2021-12-26,2024-12-07,Novartis,14.98,40
Atorvastatin 146mg,2020-04-17,2021-11-20,Biocon,277.17,6
Losartan 122mg,2024-12-28,2026-06-27,Pfizer,129.64,88
Atorvastatin 642mg,2022-08-19,2025-06-28,Sun Pharma,130.65,11
Atorvastatin 596mg,2020-08-28,2023-01-18,Aurobindo,201.57,88
Azithromycin 244mg,2024-09-01,2026-01-04,Novartis,151.14,13
Amoxicillin 814mg,2024-11-03,2027-02-27,Glenmark,285.75,43
Paracetamol 813mg,2020-10-29,2023-05-31,Aurobindo,117.48,75
Amlodipine 427mg,2021-05-23,2024-03-10,Lupin,95.6,99
Omeprazole 275mg,2020-11-21,2022-02-09,Zydus,74.2,94
Losartan 903mg,2022-12-03,2024-08-01,Zydus,144.96,85
Omeprazole 234mg,2024-09-16,2027-02-08,Glenmark,187.76,10
Ibuprofen 442mg,2023-04-07,2024-08-05,Novartis,251.12,23
Cetrizine 933mg,2023-02-05,2024-07-12,Glenmark,387.8,99
Amoxicillin 571mg,2023-04-08,2026-03-09,Sun Pharma,317.63,88
Paracetamol 751mg,2024-03-12,2026-09-24,Zydus,250.03,45
Omeprazole 140mg,2023-07-19,2025-05-15,Biocon,94.24,94
Azithromycin 670mg,2024-10-24,2026-05-01,Lupin,401.11,30
Ibuprofen 402mg,2022-09-29,2023-11-13,Aurobindo,487.1,91
Azithromycin 125mg,2021-12-27,2024-11-16,Lupin,388.41,36
Ibuprofen 116mg,2024-06-03,2026-11-05,Novartis,234.04,86
Azithromycin 547mg,2023-02-23,2025-09-03,Cipla,69.76,77
Amoxicillin 694mg,2020-01-05,2022-11-08,Lupin,192.62,87
Atorvastatin 698mg,2020-11-07,2022-02-24,Aurobindo,433.42,61
Ibuprofen 936mg,2020-03-09,2022-04-23,Glenmark,89.74,17
Losartan 885mg,2024-09-17,2027-04-09,Biocon,171.61,59
Metformin 558mg,2022-01-26,2024-08-11,Biocon,109.41,43
Azithromycin 512mg,2024-02-22,2025-07-23,Biocon,95.41,49
Omeprazole 752mg,2021-02-02,2023-08-03,Biocon,203.91,70
Losartan 374mg,2024-06-18,2025-11-11,Pfizer,417.97,88
Amoxicillin 450mg,2021-05-14,2024-04-06,Aurobindo,264.0,52
Amlodipine 985mg,2024-07-09,2025-12-22,Dr. Reddy's,14.23,70
Atorvastatin 948mg,2024-04-18,2025-11-21,Glenmark,178.59,42
Cetrizine 203mg,2023-09-30,2025-01-18,Zydus,365.42,43
Paracetamol 148mg,2022-01-03,2024-10-29,Biocon,25.7,66
Paracetamol 961mg,2021-03-06,2023-01-27,Zydus,147.2,26
Amoxicillin 171mg,2023-10-24,2025-03-18,Sun Pharma,434.03,63
Ibuprofen 587mg,2021-05-24,2024-04-14,Lupin,220.01,87
Atorvastatin 853mg,2023-07-03,2025-01-05,Lupin,212.12,42
Atorvastatin 961mg,2023-11-26,2025-05-29,Pfizer,227.94,99
Amlodipine 705mg,2022-05-22,2023-12-13,Cipla,95.43,89
Omeprazole 603mg,2023-07-15,2026-03-03,Dr. Reddy's,147.51,23
